ship_name,ship_id,country,maximum_dispersion,firing_range,initial_he_velocity,initial_ap_velocity,maximum_speed
Alexander_Nevsky,Alexander_Nevsky,U.S.S.R.,164.0,19.0,1000.0,1000.0,36.0
Petropavlovsk,Petropavlovsk,U.S.S.R.,190.0,18.0,995.0,995.0,32.0
Stalingrad,Stalingrad,U.S.S.R.,218.0,20.0,950.0,950.0,35.0
Smolensk_B,Smolensk_B,U.S.S.R.,118.0,13.0,950.0,950.0,35.0
Smolensk,Smolensk,U.S.S.R.,118.0,13.0,950.0,950.0,35.0
Sevastopol,Sevastopol,U.S.S.R.,164.0,19.0,820.0,820.0,33.0
Komissar,Komissar,U.S.S.R.,151.0,17.0,940.0,940.0,35.0
Vladimir_Monomakh,Vladimir_Monomakh,U.S.S.R.,164.0,19.0,1000.0,1000.0,36.0
Petrozavodsk,Petrozavodsk,,,,,,
Novosibirsk,Novosibirsk,U.S.S.R.,195.0,19.0,900.0,900.0,34.0
Eritrea,Eritrea,Italy,89.0,9.0,750.0,,20.0
Nino_Bixio,Nino_Bixio,Italy,104.0,10.0,815.0,850.0,26.0
Taranto,Taranto,Italy,104.0,10.0,,835.0,28.0
Alberto_di_Giussano,Alberto_di_Giussano,Italy,128.0,12.0,850.0,850.0,36.0
Raimondo_Montecuccoli,Raimondo_Montecuccoli,Italy,126.0,13.0,850.0,850.0,37.0
Genova,Genova,Italy,131.0,14.0,811.0,840.0,34.0
Trento,Trento,Italy,134.0,14.0,850.0,840.0,35.0
Duca_d'Aosta,Duca_d'Aosta,Italy,129.0,14.0,950.0,1000.0,36.0
Zara,Zara,Italy,144.0,14.0,850.0,900.0,32.0
Duca_degli_Abruzzi,Duca_degli_Abruzzi,Italy,136.0,15.0,995.0,910.0,35.0
Francesco_Ferruccio,Francesco_Ferruccio,Italy,153.0,17.0,995.0,,36.0
Gorizia,Gorizia,Italy,140.0,15.0,850.0,900.0,33.0
AL_Gorizia,AL_Gorizia,,,,,,
Amalfi,Amalfi,Italy,134.0,14.0,860.0,910.0,37.0
Brindisi,Brindisi,Italy,140.0,15.0,860.0,910.0,36.0
Michelangelo,Michelangelo,Italy,190.0,17.0,,830.0,33.0
Ferrante_Gonzaga,Ferrante_Gonzaga,,,,,,
Venezia,Venezia,Italy,151.0,17.0,860.0,910.0,36.0
Napoli,Napoli,Italy,177.0,16.0,954.0,945.0,35.0
Napoli_B,Napoli_B,Italy,177.0,16.0,954.0,945.0,35.0
Varese,Varese,,,,,,
Ravenna,Ravenna,,,,,,
Piemonte,Piemonte,Italy,155.0,17.0,875.0,945.0,37.0
Hércules,Hércules,Pan-America,101.0,8.0,811.0,,20.0
Almirante_Barroso,Almirante_Barroso,Pan-America,90.0,9.0,675.0,853.0,20.0
Almirante_Abreu,Almirante_Abreu,Pan-America,83.0,9.0,853.0,853.0,20.0
Vicente_Guerrero,Vicente_Guerrero,Pan-America,109.0,11.0,890.0,900.0,25.0
Córdoba,Córdoba,Pan-America,109.0,11.0,,853.0,29.0
La_Argentina,La_Argentina,Pan-America,122.0,12.0,811.0,841.0,30.0
Almirante_Cochrane,Almirante_Cochrane,Pan-America,113.0,13.0,850.0,850.0,34.0
Coronel_Bolognesi,Coronel_Bolognesi,Pan-America,117.0,13.0,811.0,841.0,31.0
Nueve_de_Julio,Nueve_de_Julio,Pan-America,126.0,13.0,812.0,762.0,30.0
Ignacio_Allende,Ignacio_Allende,Pan-America,118.0,13.0,,812.0,33.0
Almirante_Grau,Almirante_Grau,Pan-America,143.0,16.0,900.0,900.0,32.0
Santander,Santander,Pan-America,118.0,13.0,,812.0,33.0
San_Martín,San_Martín,Pan-America,131.0,15.0,,812.0,34.0
Hashidate,Hashidate,Japan,83.0,9.0,825.0,,19.0
Chikuma,Chikuma,Japan,92.0,9.0,825.0,825.0,26.0
Tenryū,Tenryū,Japan,118.0,11.0,850.0,850.0,32.0
Katori,Katori,Japan,126.0,13.0,850.0,850.0,18.0
Yūbari,Yūbari,Japan,121.0,12.0,850.0,850.0,34.0
Kuma,Kuma,Japan,113.0,11.0,850.0,850.0,34.0
Iwaki_Alpha,Iwaki_Alpha,Japan,106.0,10.0,850.0,850.0,35.0
Furutaka,Furutaka,Japan,109.0,12.0,870.0,870.0,34.0
Agano,Agano,Japan,119.0,12.0,850.0,850.0,35.0
Yahagi,Yahagi,Japan,135.0,14.0,850.0,850.0,35.0
Aoba,Aoba,Japan,116.0,13.0,840.0,840.0,35.0
Gokase,Gokase,Japan,128.0,12.0,850.0,850.0,37.0
Myōkō,Myōkō,Japan,131.0,15.0,840.0,840.0,35.0
Omono,Omono,Japan,134.0,14.0,925.0,925.0,33.0
Tokachi,Tokachi,Japan,126.0,13.0,915.0,915.0,34.0
Maya,Maya,Japan,129.0,15.0,840.0,840.0,35.0
ARP_Myōkō,ARP_Myōkō,Japan,131.0,15.0,840.0,840.0,35.0
ARP_Ashigara,ARP_Ashigara,Japan,131.0,15.0,840.0,840.0,35.0
ARP_Haguro,ARP_Haguro,Japan,709.0,15.0,840.0,840.0,35.0
Southern_Dragon,Southern_Dragon,Japan,131.0,15.0,840.0,840.0,35.0
Eastern_Dragon,Eastern_Dragon,Japan,131.0,15.0,840.0,840.0,35.0
ARP_Nachi,ARP_Nachi,Japan,131.0,15.0,840.0,840.0,35.0
Mogami,Mogami,Japan,131.0,14.0,925.0,925.0,34.0
Tone,Tone,Japan,132.0,15.0,840.0,840.0,35.0
Atago,Atago,Japan,133.0,15.0,840.0,840.0,35.0
Shimanto,Shimanto,Japan,147.0,15.0,930.0,930.0,34.0
Atago_B,Atago_B,Japan,133.0,15.0,840.0,840.0,35.0
ARP_Takao,ARP_Takao,Japan,133.0,15.0,840.0,840.0,35.0
ARP_Maya,ARP_Maya,,5.0,8.0,,,1.0
Tone_2,Tone_2,,,,,,
Tone_3,Tone_3,,,,,,
Ibuki,Ibuki,Japan,127.0,15.0,840.0,840.0,35.0
Takahashi,Takahashi,Japan,136.0,15.0,930.0,930.0,34.0
Azuma,Azuma,Japan,196.0,19.0,836.0,836.0,34.0
AL_Azuma,AL_Azuma,Japan,196.0,19.0,836.0,836.0,34.0
Chikuma_II,Chikuma_II,Japan,132.0,15.0,840.0,840.0,35.0
Chikuma_II_Golden,Chikuma_II_Golden,Japan,132.0,15.0,840.0,840.0,335.0
Suzuya,Suzuya,,,,,,
Suzuya_Golden,Suzuya_Golden,,,,,,
BA_Takahashi,BA_Takahashi,Japan,5.0,5.0,,,5.0
Azuma_B,Azuma_B,,,,,,
Zaō,Zaō,Japan,136.0,16.0,920.0,920.0,34.0
Yodo,Yodo,Japan,157.0,18.0,930.0,930.0,34.0
Yoshino,Yoshino,Japan,217.0,21.0,836.0,836.0,34.0
Yoshino_B,Yoshino_B,Japan,217.0,21.0,836.0,836.0,34.0
Kitakami,Kitakami,Japan,110.0,11.0,850.0,,36.0
Yari,Yari,Japan,137.0,15.0,920.0,920.0,34.0
Zaō_CLR,Zaō_CLR,Japan,5.0,8.0,,,5.0
Black_Swan,Black_Swan,U.K.,80.0,8.0,811.0,,19.0
Weymouth,Weymouth,U.K.,102.0,10.0,,773.0,26.0
Caledon,Caledon,U.K.,107.0,10.0,,853.0,29.0
Danae,Danae,U.K.,118.0,11.0,,853.0,30.0
Emerald,Emerald,U.K.,126.0,12.0,811.0,936.0,33.0
Hawkins,Hawkins,U.K.,205.0,12.0,844.0,844.0,30.0
Exeter,Exeter,U.K.,131.0,14.0,855.0,855.0,32.0
Leander,Leander,U.K.,123.0,11.0,811.0,841.0,32.0
Devonshire,Devonshire,U.K.,120.0,12.0,814.0,814.0,31.0
London,London,U.K.,133.0,13.0,855.0,855.0,32.0
Dido,Dido,U.K.,130.0,14.0,792.0,792.0,32.0
Orion_'44,Orion_'44,U.K.,133.0,14.0,811.0,841.0,32.0
Fiji,Fiji,U.K.,129.0,13.0,811.0,841.0,32.0
Surrey,Surrey,U.K.,135.0,13.0,814.0,814.0,30.0
Belfast,Belfast,U.K.,139.0,15.0,841.0,841.0,32.0
Edinburgh,Edinburgh,U.K.,129.0,14.0,811.0,841.0,32.0
Albemarle,Albemarle,U.K.,131.0,14.0,814.0,814.0,33.0
Cheshire,Cheshire,U.K.,144.0,16.0,841.0,841.0,34.0
Tiger_'59,Tiger_'59,U.K.,69.0,15.0,,768.0,30.0
Belfast_'43,Belfast_'43,U.K.,139.0,15.0,841.0,841.0,32.0
Hampshire,Hampshire,U.K.,148.0,16.0,811.0,884.0,30.0
Nottingham,Nottingham,U.K.,141.0,15.0,814.0,814.0,34.0
AL_Cheshire,AL_Cheshire,U.K.,144.0,16.0,841.0,841.0,34.0
STAR_Edinburgh,STAR_Edinburgh,U.K.,888.0,15.0,811.0,841.0,32.0
Neptune,Neptune,U.K.,147.0,15.0,746.0,768.0,33.0
Drake,Drake,U.K.,142.0,14.0,841.0,841.0,33.0
Monmouth,Monmouth,,,,,,
Minotaur,Minotaur,U.K.,141.0,15.0,,768.0,33.0
Goliath,Goliath,U.K.,148.0,16.0,841.0,841.0,33.0
Plymouth,Plymouth,U.K.,138.0,15.0,811.0,841.0,31.0
Gibraltar,Gibraltar,U.K.,149.0,16.0,746.0,841.0,32.0
Defence,Defence,U.K.,159.0,18.0,757.0,757.0,33.0
Edgar,Edgar,U.K.,147.0,16.0,,768.0,34.0
Bougainville,Bougainville,France,86.0,9.0,700.0,,19.0
Jurien_de_la_Gravière,Jurien_de_la_Gravière,France,102.0,9.0,770.0,770.0,23.0
Friant,Friant,France,113.0,11.0,840.0,790.0,30.0
Duguay,Duguay,France,104.0,13.0,870.0,870.0,33.0
Émile_Bertin,Émile_Bertin,France,136.0,13.0,870.0,870.0,39.0
La_Galissonnière,La_Galissonnière,France,132.0,14.0,870.0,870.0,31.0
De_Grasse,De_Grasse,France,144.0,16.0,870.0,870.0,33.0
Dupleix,Dupleix,France,136.0,15.0,850.0,820.0,32.0
Montcalm,Montcalm,France,157.0,18.0,870.0,870.0,31.0
Algérie,Algérie,France,145.0,16.0,850.0,820.0,31.0
Toulon,Toulon,France,188.0,16.0,905.0,798.0,30.0
Charles_Martel,Charles_Martel,France,143.0,15.0,850.0,820.0,32.0
Cherbourg,Cherbourg,France,196.0,16.0,905.0,870.0,31.0
Bayard,Bayard,France,146.0,16.0,870.0,870.0,34.0
Metz,Metz,,,,,,
Saint,Saint,France,148.0,16.0,876.0,845.0,33.0
Brest,Brest,France,187.0,16.0,885.0,870.0,31.0
Carnot,Carnot,France,203.0,18.0,905.0,870.0,34.0
Le_Havre,Le_Havre,,,,,,
Henri_IV,Henri_IV,France,164.0,19.0,845.0,845.0,35.0
Marseille,Marseille,France,212.0,19.0,885.0,870.0,33.0
Colbert,Colbert,France,118.0,13.0,808.0,808.0,33.0
Brennus,Brennus,France,273.0,20.0,905.0,870.0,35.0
Amiral_Lartigue,Amiral_Lartigue,France,330.0,10.0,,,1.0
Condé,Condé,France,167.0,19.0,845.0,845.0,34.0
Chengan,Chengan,Pan-Asia,101.0,8.0,725.0,,19.0
Ning_Hai,Ning_Hai,Pan-Asia,120.0,12.0,850.0,850.0,21.0
Chungking,Chungking,Pan-Asia,114.0,11.0,841.0,841.0,32.0
Rahmat,Rahmat,Pan-Asia,126.0,12.0,746.0,746.0,32.0
Huanghe,Huanghe,Pan-Asia,123.0,13.0,950.0,950.0,33.0
Chumphon,Chumphon,Pan-Asia,130.0,12.0,792.0,792.0,32.0
Harbin,Harbin,Pan-Asia,133.0,13.0,870.0,870.0,33.0
Irian,Irian,Pan-Asia,153.0,17.0,950.0,950.0,32.0
Wukong,Wukong,Pan-Asia,154.0,17.0,876.0,845.0,32.0
Sejong,Sejong,Pan-Asia,127.0,13.0,808.0,808.0,33.0
Dalian,Dalian,Pan-Asia,130.0,13.0,950.0,950.0,33.0
Mengchong,Mengchong,Pan-Asia,203.0,18.0,865.0,865.0,33.0
Tianjin,Tianjin,Pan-Asia,166.0,19.0,995.0,995.0,33.0
Jinan,Jinan,Pan-Asia,139.0,15.0,808.0,808.0,35.0
Incheon,Incheon,,,,,,
Júpiter,Júpiter,Spain,83.0,9.0,808.0,,18.0
Méndez_Núñez,Méndez_Núñez,Spain,114.0,10.0,808.0,808.0,29.0
Navarra,Navarra,Spain,109.0,11.0,900.0,900.0,25.0
Almirante_Cervera,Almirante_Cervera,Spain,129.0,12.0,900.0,900.0,33.0
Galicia,Galicia,Spain,136.0,13.0,900.0,900.0,33.0
Baleares,Baleares,Spain,140.0,14.0,855.0,855.0,33.0
Canarias,Canarias,Spain,144.0,16.0,808.0,814.0,33.0
Asturias,Asturias,Spain,131.0,14.0,900.0,900.0,35.0
Cataluña,Cataluña,Spain,136.0,15.0,900.0,900.0,37.0
Numancia,Numancia,Spain,137.0,15.0,814.0,814.0,33.0
Andalucía,Andalucía,Spain,148.0,15.0,841.0,841.0,36.0
Almirante_Oquendo,Almirante_Oquendo,Spain,154.0,17.0,814.0,814.0,36.0
Castilla,Castilla,Spain,151.0,17.0,954.0,945.0,37.0
Willem_de_Eerste,Willem_de_Eerste,,,,,,
South_Carolina,South_Carolina,U.S.A.,202.0,14.0,823.0,823.0,15.0
Wyoming,Wyoming,U.S.A.,203.0,14.0,884.0,884.0,17.0
Arkansas_Beta,Arkansas_Beta,U.S.A.,203.0,14.0,884.0,884.0,20.0
New_York,New_York,U.S.A.,240.0,16.0,834.0,792.0,18.0
Oklahoma,Oklahoma,U.S.A.,231.0,17.0,792.0,792.0,19.0
Texas,Texas,U.S.A.,224.0,16.0,834.0,792.0,20.0
New_Mexico,New_Mexico,U.S.A.,220.0,14.0,861.0,823.0,18.0
Arizona,Arizona,U.S.A.,220.0,16.0,834.0,792.0,21.0
W._Virginia_'41,W._Virginia_'41,U.S.A.,220.0,16.0,803.0,768.0,21.0
Colorado,Colorado,U.S.A.,231.0,17.0,803.0,768.0,18.0
Florida,Florida,U.S.A.,204.0,18.0,861.0,823.0,27.0
West_Virginia_'44,West_Virginia_'44,U.S.A.,231.0,17.0,803.0,768.0,21.0
California,California,U.S.A.,259.0,19.0,861.0,823.0,20.0
Colorado_2,Colorado_2,,,,,,
North_Carolina,North_Carolina,U.S.A.,292.0,21.0,820.0,701.0,24.0
Kansas,Kansas,U.S.A.,266.0,20.0,803.0,768.0,23.0
Nebraska,Nebraska,U.S.A.,250.0,19.0,820.0,701.0,30.0
Alabama,Alabama,U.S.A.,271.0,21.0,803.0,701.0,27.0
Massachusetts,Massachusetts,U.S.A.,242.0,18.0,803.0,701.0,27.0
Alabama_VL,Alabama_VL,U.S.A.,271.0,21.0,803.0,701.0,27.0
Constellation,Constellation,U.S.A.,194.0,17.0,803.0,768.0,33.0
Massachusetts_B,Massachusetts_B,U.S.A.,242.0,18.0,803.0,701.0,27.0
Alabama_ST,Alabama_ST,U.S.A.,271.0,21.0,803.0,701.0,27.0
Tennessee,Tennessee,U.S.A.,116.0,20.0,861.0,823.0,20.0
North_Carolina_CLR,North_Carolina_CLR,U.S.A.,292.0,23.0,820.0,701.0,27.0
Alabama_B,Alabama_B,,,,,,
Volunteer_State,Volunteer_State,,,,,,
North_Carolina_2,North_Carolina_2,,,,,,
Iowa,Iowa,U.S.A.,272.0,21.0,820.0,762.0,28.0
Minnesota,Minnesota,U.S.A.,271.0,21.0,820.0,762.0,23.0
Delaware,Delaware,U.S.A.,275.0,19.0,820.0,762.0,33.0
Missouri,Missouri,U.S.A.,293.0,23.0,820.0,762.0,33.0
Kearsarge,Kearsarge,U.S.A.,255.0,19.0,820.0,701.0,30.0
Illinois,Illinois,U.S.A.,203.0,18.0,823.0,762.0,32.0
Kearsarge_B,Kearsarge_B,U.S.A.,255.0,19.0,820.0,701.0,30.0
Georgia,Georgia,U.S.A.,216.0,20.0,800.0,732.0,33.0
AL_Kearsarge,AL_Kearsarge,,,,,,
Iowa_2,Iowa_2,,,,,,
Montana,Montana,U.S.A.,296.0,23.0,820.0,762.0,30.0
Vermont,Vermont,U.S.A.,305.0,24.0,800.0,732.0,23.0
Louisiana,Louisiana,U.S.A.,288.0,22.0,820.0,762.0,31.0
Ohio,Ohio,U.S.A.,273.0,21.0,800.0,732.0,28.0
Oregon,Oregon,,,,,,
Rhode_Island,Rhode_Island,U.S.A.,224.0,21.0,861.0,823.0,33.0
Wisconsin,Wisconsin,U.S.A.,244.0,23.0,820.0,762.0,32.0
BA_Montana,BA_Montana,U.S.A.,296.0,23.0,820.0,762.0,30.0
Montana_2,Montana_2,,,,,,
Utah,Utah,,,,,,
Maine,Maine,U.S.A.,302.0,24.0,820.0,762.0,30.0
Yukon,Yukon,Commonwealth,216.0,15.0,731.0,836.0,28.0
Irresistible,Irresistible,,,,,,
Viribus_Unitis,Viribus_Unitis,Europe,222.0,16.0,800.0,800.0,20.0
Lugdunum,Lugdunum,Europe,237.0,17.0,921.0,780.0,27.0
Karl_XIV_Johan,Karl_XIV_Johan,Europe,250.0,19.0,865.0,865.0,30.0
Niord,Niord,Europe,274.0,21.0,820.0,820.0,32.0
Nassau,Nassau,Germany,168.0,10.0,855.0,855.0,18.0
Von_der_Tann,Von_der_Tann,Germany,155.0,11.0,855.0,855.0,27.0
König_Albert,König_Albert,Germany,178.0,11.0,850.0,855.0,21.0
Kaiser,Kaiser,Germany,205.0,14.0,850.0,855.0,22.0
Moltke,Moltke,Germany,173.0,13.0,855.0,855.0,28.0
König,König,Germany,209.0,14.0,850.0,850.0,21.0
Derfflinger,Derfflinger,Germany,181.0,14.0,850.0,855.0,26.0
Bayern,Bayern,Germany,237.0,16.0,800.0,800.0,22.0
Mackensen,Mackensen,Germany,187.0,15.0,815.0,815.0,28.0
Prinz_Eitel_Friedrich,Prinz_Eitel_Friedrich,Germany,238.0,17.0,815.0,815.0,28.0
Gneisenau,Gneisenau,Germany,255.0,17.0,820.0,820.0,28.0
Prinz_Heinrich,Prinz_Heinrich,Germany,180.0,15.0,800.0,800.0,28.0
Scharnhorst,Scharnhorst,Germany,258.0,19.0,890.0,890.0,30.0
AL_Prinz_Heinrich,AL_Prinz_Heinrich,Germany,194.0,17.0,800.0,800.0,28.0
Scharnhorst_B,Scharnhorst_B,Germany,258.0,19.0,890.0,890.0,30.0
Scharnhorst_'43,Scharnhorst_'43,Germany,248.0,18.0,890.0,890.0,30.0
Tirpitz,Tirpitz,Germany,274.0,21.0,820.0,820.0,30.0
Bismarck,Bismarck,Germany,272.0,19.0,820.0,820.0,28.0
Zieten,Zieten,Germany,185.0,16.0,810.0,810.0,31.0
Odin,Odin,Germany,250.0,19.0,865.0,865.0,30.0
Brandenburg,Brandenburg,Germany,244.0,18.0,865.0,865.0,32.0
Anhalt,Anhalt,Germany,271.0,21.0,815.0,815.0,25.0
Brandenburg_B,Brandenburg_B,Germany,244.0,18.0,865.0,865.0,32.0
Tirpitz_B,Tirpitz_B,Germany,274.0,21.0,820.0,820.0,30.0
BA_Tirpitz,BA_Tirpitz,Germany,5.0,0.0,,,5.0
Odin_TE,Odin_TE,,,,,,
AL_Bismarck,AL_Bismarck,,,,,,
Friedrich_der_Grosse,Friedrich_der_Grosse,Germany,263.0,18.0,810.0,810.0,27.0
Prinz_Rupprecht,Prinz_Rupprecht,Germany,205.0,17.0,810.0,810.0,32.0
Pommern,Pommern,Germany,273.0,21.0,820.0,820.0,31.0
Pommern_B,Pommern_B,Germany,273.0,21.0,820.0,820.0,31.0
Prinz_Sigismund,Prinz_Sigismund,,,,,,
Grosser_Kurfürst,Grosser_Kurfürst,Germany,266.0,20.0,810.0,810.0,30.0
Schlieffen,Schlieffen,Germany,214.0,19.0,835.0,835.0,34.0
Preussen,Preussen,Germany,266.0,20.0,810.0,810.0,30.0
Mecklenburg,Mecklenburg,Germany,232.0,21.0,865.0,865.0,32.0
Hannover,Hannover,Germany,274.0,21.0,810.0,810.0,30.0
Knyaz_Suvorov,Knyaz_Suvorov,U.S.S.R.,169.0,11.0,762.0,762.0,22.0
Imperator_Nikolai_I,Imperator_Nikolai_I,U.S.S.R.,201.0,14.0,762.0,762.0,21.0
Gangut,Gangut,U.S.S.R.,180.0,12.0,762.0,762.0,23.0
Pyotr_Velikiy,Pyotr_Velikiy,U.S.S.R.,223.0,14.0,731.0,823.0,26.0
Oktyabrskaya_Revolutsiya,Oktyabrskaya_Revolutsiya,U.S.S.R.,228.0,16.0,762.0,762.0,23.0
Izmail,Izmail,U.S.S.R.,216.0,15.0,731.0,823.0,28.0
Novorossiysk,Novorossiysk,U.S.S.R.,194.0,17.0,830.0,830.0,27.0
Sinop,Sinop,U.S.S.R.,220.0,15.0,766.0,766.0,27.0
Poltava,Poltava,U.S.S.R.,243.0,18.0,895.0,895.0,29.0
Arkhangelsk,Arkhangelsk,,,,,,
Vladivostok,Vladivostok,U.S.S.R.,227.0,16.0,793.0,793.0,29.0
Lenin,Lenin,U.S.S.R.,251.0,18.0,793.0,793.0,28.0
Borodino,Borodino,U.S.S.R.,212.0,19.0,830.0,830.0,31.0
Borodino_TE,Borodino_TE,,,,,,
Sovetsky_Soyuz,Sovetsky_Soyuz,U.S.S.R.,263.0,17.0,830.0,830.0,28.0
Navarin,Navarin,U.S.S.R.,268.0,20.0,793.0,793.0,27.0
AL_Sov._Rossiya,AL_Sov._Rossiya,U.S.S.R.,253.0,19.0,830.0,830.0,28.0
Zarya_Svobody,Zarya_Svobody,U.S.S.R.,253.0,19.0,830.0,830.0,28.0
Kremlin,Kremlin,U.S.S.R.,279.0,20.0,800.0,800.0,29.0
Slava,Slava,U.S.S.R.,228.0,24.0,870.0,870.0,29.0
Sibir,Sibir,,,,,,
Admiral_Ushakov,Admiral_Ushakov,U.S.S.R.,286.0,21.0,800.0,800.0,30.0
Dante_Alighieri,Dante_Alighieri,Italy,208.0,13.0,840.0,840.0,23.0
Conte_di_Cavour,Conte_di_Cavour,Italy,209.0,14.0,840.0,840.0,22.0
Giulio_Cesare,Giulio_Cesare,Italy,226.0,16.0,830.0,830.0,27.0
Andrea_Doria,Andrea_Doria,Italy,219.0,15.0,825.0,830.0,27.0
Francesco_Caracciolo,Francesco_Caracciolo,Italy,222.0,15.0,860.0,850.0,29.0
Vittorio_Veneto,Vittorio_Veneto,Italy,243.0,16.0,860.0,850.0,30.0
Roma,Roma,Italy,243.0,18.0,880.0,850.0,30.0
AL_Littorio,AL_Littorio,Italy,243.0,18.0,880.0,850.0,30.0
Marcantonio_Colonna,Marcantonio_Colonna,,,,,,
Lepanto,Lepanto,Italy,243.0,16.0,860.0,850.0,29.0
Marco_Polo,Marco_Polo,Italy,252.0,19.0,860.0,836.0,32.0
Giuseppe_Verdi,Giuseppe_Verdi,Italy,253.0,19.0,836.0,836.0,32.0
Cristoforo_Colombo,Cristoforo_Colombo,Italy,251.0,18.0,860.0,850.0,29.0
Ruggiero_di_Lauria,Ruggiero_di_Lauria,Italy,209.0,19.0,,762.0,35.0
Sicilia,Sicilia,Italy,251.0,18.0,880.0,850.0,29.0
Amerigo_Vespucci,Amerigo_Vespucci,,,,,,
Rio_de_Janeiro,Rio_de_Janeiro,Pan-America,221.0,16.0,831.0,831.0,22.0
Ipiranga,Ipiranga,Pan-America,247.0,18.0,747.0,757.0,29.0
Atlântico,Atlântico,Pan-America,245.0,18.0,792.0,804.0,25.0
Los_Andes,Los_Andes,Pan-America,256.0,19.0,804.0,804.0,30.0
Valparaíso,Valparaíso,,,,,,
Libertad,Libertad,Pan-America,265.0,20.0,804.0,747.0,30.0
Comodoro,Comodoro,,,,,,
Mikasa,Mikasa,Japan,160.0,11.0,732.0,732.0,18.0
Kawachi,Kawachi,Japan,162.0,9.0,810.0,810.0,18.0
Myōgi,Myōgi,Japan,218.0,15.0,805.0,790.0,24.0
Ishizuchi,Ishizuchi,Japan,194.0,15.0,831.0,831.0,27.0
Kongō,Kongō,Japan,236.0,19.0,805.0,790.0,24.0
ARP_Kongō,ARP_Kongō,Japan,236.0,21.0,805.0,775.0,30.0
ARP_Kirishima,ARP_Kirishima,Japan,236.0,21.0,805.0,775.0,30.0
ARP_Haruna,ARP_Haruna,Japan,236.0,21.0,805.0,775.0,30.0
ARP_Hiei,ARP_Hiei,Japan,236.0,21.0,805.0,775.0,30.0
HSF_Hiei,HSF_Hiei,Japan,236.0,21.0,805.0,775.0,30.0
Fusō,Fusō,Japan,226.0,19.0,805.0,775.0,21.0
Mutsu,Mutsu,Japan,230.0,20.0,805.0,790.0,26.0
Ise,Ise,Japan,238.0,21.0,805.0,775.0,24.0
Ise_2,Ise_2,,,,,,
Ise_3,Ise_3,,,,,,
Nagato,Nagato,Japan,231.0,20.0,805.0,806.0,22.0
Ashitaka,Ashitaka,Japan,227.0,19.0,805.0,806.0,30.0
Hyūga,Hyūga,Japan,230.0,20.0,805.0,775.0,25.0
Amagi,Amagi,Japan,227.0,18.0,805.0,806.0,28.0
Yumihari,Yumihari,Japan,248.0,20.0,834.0,870.0,30.0
Kii,Kii,Japan,223.0,19.0,805.0,806.0,29.0
Ignis_Purgatio,Ignis_Purgatio,Japan,227.0,19.0,805.0,806.0,30.0
Ragnarok,Ragnarok,Japan,227.0,19.0,805.0,806.0,30.0
Izumo,Izumo,Japan,225.0,19.0,869.0,870.0,27.0
Adatara,Adatara,Japan,240.0,21.0,805.0,860.0,30.0
Musashi,Musashi,Japan,274.0,26.0,805.0,780.0,27.0
Hizen,Hizen,Japan,230.0,20.0,834.0,834.0,28.0
Iwami,Iwami,Japan,244.0,22.0,834.0,834.0,28.0
Daisen,Daisen,Japan,232.0,20.0,869.0,870.0,35.0
Tsurugi,Tsurugi,Japan,233.0,23.0,805.0,860.0,35.0
Iwami_B,Iwami_B,Japan,244.0,22.0,834.0,834.0,28.0
Hotaka,Hotaka,,,,,,
Yamato,Yamato,Japan,275.0,26.0,805.0,780.0,27.0
Bungo,Bungo,Japan,264.0,25.0,805.0,860.0,30.0
Shikishima,Shikishima,Japan,249.0,26.0,765.0,765.0,27.0
ARP_Yamato,ARP_Yamato,Japan,275.0,26.0,805.0,780.0,27.0
Satsuma,Satsuma,Japan,278.0,27.0,765.0,765.0,27.0
Bellerophon,Bellerophon,U.K.,210.0,13.0,831.0,831.0,20.0
Indefatigable,Indefatigable,U.K.,159.0,13.0,831.0,831.0,25.0
Dreadnought,Dreadnought,U.K.,196.0,13.0,831.0,831.0,21.0
Orion,Orion,U.K.,218.0,14.0,787.0,787.0,19.0
Queen_Mary,Queen_Mary,U.K.,158.0,13.0,787.0,787.0,27.0
Iron_Duke,Iron_Duke,U.K.,227.0,15.0,759.0,759.0,20.0
Tiger,Tiger,U.K.,172.0,14.0,787.0,787.0,29.0
Agincourt,Agincourt,U.K.,213.0,15.0,831.0,831.0,22.0
Warspite,Warspite,U.K.,218.0,16.0,732.0,732.0,23.0
Queen_Elizabeth,Queen_Elizabeth,U.K.,211.0,15.0,731.0,731.0,22.0
Renown,Renown,U.K.,198.0,15.0,732.0,732.0,29.0
Repulse,Repulse,U.K.,213.0,19.0,731.0,731.0,31.0
Repulse_B,Repulse_B,U.K.,213.0,19.0,731.0,731.0,31.0
King_George_V,King_George_V,U.K.,241.0,16.0,757.0,757.0,26.0
Rooke,Rooke,U.K.,186.0,16.0,836.0,836.0,31.0
Hood,Hood,U.K.,242.0,18.0,731.0,731.0,32.0
Nelson,Nelson,U.K.,242.0,18.0,788.0,788.0,24.0
Duke_of_York,Duke_of_York,U.K.,241.0,18.0,757.0,757.0,28.0
Collingwood,Collingwood,U.K.,250.0,19.0,792.0,747.0,25.0
Renown_'44,Renown_'44,U.K.,189.0,16.0,732.0,732.0,29.0
Rodney,Rodney,U.K.,247.0,18.0,792.0,788.0,27.0
Royal_Sovereign,Royal_Sovereign,,,,,,
Monarch,Monarch,U.K.,238.0,17.0,836.0,836.0,26.0
Hawke,Hawke,U.K.,206.0,17.0,792.0,747.0,30.0
